시설명,분류명,체육시설분류,간이운동장 체육시설분류,소유기관,관리주체,시도명,시군구명,동읍면,리,도로명주소,경도,위도,시설면적,수용인원,관람석,관할지자체과,담당자연락처,홈페이지,개방시간,종료시간,휴무일,대중교통안내,
동부지역 축구장,축구장,공공,,안성시,안성시 삼죽면사무소(삼죽면체육회 위탁),경기,안성시,삼죽면,용월리,경기 안성시 삼죽면 용내길 32,127.378238,37.076279,,,,안성시 삼죽면사무소,031-678-3944,www.anseong.go.kr/office/myeon-dong/index.php?zone=11,6:00,22:00,연중무휴,삼죽 하차후 320m   3-3번   35번   35-1번   35-2번,
풍산개체육공원,,간이,체육공원,,,경기,안성시,삼죽면,덕산리,경기 안성시 삼죽면 삼백로 134-67,127.377717,37.090954,0,0,0,산림녹지과,031-678-2743,,,,,안성종합버스터미널 35 - 하덕정류장하차(도보1분),
쌍지리 봉지곡,,간이,마을공터,,,경기,안성시,고삼면,쌍지리,경기 안성시 고삼면 쌍지길 2,127.413676,34.932531,0,0,0,문화체육과,031-678-2484,,,,,안성종합버스터미널 50-3 쌍지리정류장하차(도보4분),
쌍지리 정동,,간이,마을공터,,,경기,안성시,고삼면,쌍지리,경기 안성시 고삼면 쌍지길 213,127.285128,37.115909,0,0,0,문화체육과,031-678-2484,,,,,안성종합터미널 50-3 대성가스정류장(도보3분),
신창리 창실,,간이,마을공터,,,경기,안성시,고삼면,신창리,경기 안성시 고삼면 샘실길 78,126.803901,37.221318,0,0,0,문화체육과,031-678-2484,,,,,안성종합버스터미널 50-1  신창리정류장하차(도보5),
(GOLF)신안CC,,기타,,,,경기,안성시,고삼면,가유리,경기 안성시 고삼면 가유리,127.250454,37.097918,,,,,,,,,,,
고삼면사무소,,간이,기타,,,경기,안성시,고삼면,가유리,경기 안성시 고삼면 고삼호수로 21,127.263451,37.082695,0,0,0,문화체육과,031-678-2484,,,,,"안성종합버스터미널 50-2,50-3 고삼초등학교정류장하차(도보7분)",
월향리 향림,,간이,마을공터,,,경기,안성시,고삼면,월향리,경기 안성시 고삼면 향림길 11,127.908311,37.093587,0,0,0,문화체육과,031-678-2484,,,,,"안성종합버스터미널 50-2,50-3 향림정류장하차(도보5분)",
걸포 다목적구장,축구장,공공,,김포시,김포도시공사,경기,김포시,걸포동,,경기 김포시 걸포동 걸포로 76,126.704859,37.637738,0,0,0,김포도시공사,031-983-1113,www.gimposisul.or.kr/,6:00,22:00,"설날,추석","시내버스 : 2, 8, 88, 631, 81, 95, 96 시내좌석 : 6 산호아파트앞 하차 도보로 25분 거리",
걸포 다목적체육관,구기체육관,공공,,김포시,김포도시공사,경기,김포시,걸포동,,경기 김포시 걸포동 걸포로 76,126.704859,37.637738,0,0,0,김포도시공사,031-983-1113,www.gimposisul.or.kr/,6:00,22:00,"설날,추석","시내버스 : 2, 8, 88, 631, 81, 95, 96 시내좌석 : 6 산호아파트앞 하차 도보로 25분 거리",
금능정,국궁장,공공,,김포시,김포시궁도협회,경기,김포시,걸포동,,경기 김포시 걸포동 걸포로 76,126.704859,37.637738,,,,궁도협회,031-982-6677,,6:00,18:00,연중무휴,"시내버스 : 2, 8, 88, 631, 81, 95, 96  시내좌석 : 6  산호아파트앞 하차 도보로 25분 거리",
초당마을 주공 옆 공원,,간이,체육공원,,,경기,김포시,장기동,,경기 김포시,0,0,0,0,0,공원관리사업소,031-980-2321,,,,,,
전원마을 2단지 옆,,간이,마을공터,,,경기,김포시,장기동,,경기도 김포시 전원로 44,126.684839,37.646822,0,0,0,교육체육과,031)980-2586,,,,,,
청송 게이트볼장,전천후게이트볼장,공공,,김포시,게이트볼연합회(김포2동분회),경기,김포시,장기동,,경기 김포시 장기동 김포한강2로 264,126.663621,37.648198,,,,"게이트볼연합회(김포2동분회, 회장 이창하)",,,9:00,21:00,무휴,"[직행좌석버스번호] : 3100번, 8600번  -&amp;gt; 김포시내를 경유하는 본 버스를 타고 청송현대아파트 2,3단지앞 정류소에서 하차  [시내버스번호] : 60-3번, 631번, 80번, 81번, 98번 -&amp;gt; 김포시내를 경유하는 본 버스를 타고 청송현대아파트 2,3단지앞 정류소에서 하차",
김포시 종합운동장,육상경기장,공공,,김포시,김포도시공사,경기,김포시,사우동,,경기 김포시 사우동 돌문로15번길 20,126.720307,37.617543,0,0,0,김포도시공사,031-980-2599,www.gimposisul.or.kr/,6:00,22:00,"설날,추석","시내버스 : 2, 8, 60, 631, 6641, 81, 841, 84, 17, 95, 96,  시내좌석 : 9008, 8600, 9602, 9501  직행버스 : 신촌 직행버스 터미널에서 강화행 직행버스로 김포고교앞 하차 도로로 15분",
김포시 실내체육관,구기체육관,공공,,김포시,김포도시공사,경기,김포시,사우동,,경기 김포시 사우동 사우중로 26,126.718043,37.617138,0,0,0,김포도시공사,031-983-9942,www.gimposisul.or.kr/,6:00,22:00,"공휴일 : 토ㆍ일요일, 법정 공휴일","시내버스 : 2, 8, 60, 631, 6641, 81, 841, 84, 17, 95, 96, 98번  사우고교앞 하차 도보로 10분 시외버스 : 1, 3번  사우고교앞 하차 도보로 10분 시내좌석 : 6, 8600, 9602, 9501  김포고교앞 하차 도로로 10분 직행버스 : 신촌 직행버스 터미널에서 강화행 직행버스로 사우고교앞 하차 도로로 10분",
통진문화회관 수영장,수영장,공공,,김포시,김포도시공사,경기,김포시,통진읍,,경기 김포시 통진읍 도사리 김포대로 2110-30,126.616522,37.683666,0,0,0,김포도시공사,031-997-5161,www.gimposisul.or.kr/,6:00,21:00,"매주 일요일, 신/구정연휴, 추석연휴, 석가탄신일, 근로자의 날, 성탄절은 정기 휴일","시내버스 : 8, 95, 96, 97번  하나성심병원앞 하차, 70, 90번 마송초등학교 앞 하차 시외버스 : 380번",
농어민다목적체육관,생활체육관,공공,,김포시,김포도시공사,경기,김포시,통진읍,,경기 김포시 통진읍 마송리,126.592853,37.686638,0,0,0,김포도시공사,031-998-5990,www.gimposisul.or.kr/,6:00,22:00,"설날,추석","시내버스 : 8, 88,95,96,97,80번 통진종합고등학교앞 하차,  70,90번 통진종합고등학교앞 하차 5분거리",
양곡테니스장,,간이,마을공터,,,경기,김포시,양촌면,양곡리,경기도 김포시 양곡4로 160,126.626173,37.660097,0,0,0,교육체육과,031-980-2586,,,,,버스 60-3,
양곡 다목적체육관,구기체육관,공공,,김포시,김포도시공사,경기,김포시,양촌면,,경기 김포시 양촌읍 양곡리 양곡4로 140,126.6304,37.658069,0,0,0,김포도시공사,031-998-5992,www.gimposisul.or.kr/,6:00,22:00,"설날, 추석","시내버스 : 70, 90번 양곡주공 앞 하차 도보로 10분거리 시내좌석 : 6번 종점에서 하차후 도보로 30분거리",
대곶 게이트볼장,전천후게이트볼장,공공,,김포시,게이트볼연합회(대곶분회),경기,김포시,대곶면,율생리,경기 김포시 대곶면 율생중앙로52번길 42,126.585005,37.653851,,,,"게이트볼연합회(대곶분회, 회장 이수영)",,,6:00,18:00,연중무휴,"[시내버스번호] : 102번, 60-2번, 60-3번, 700번, 700-1번  -&amp;gt; 대곶사거리 하차후 마을버스 77번 이용 또는 도보 이동  [직행좌석버스번호] : 3100번, 9004번   -&amp;gt; 대곶사거리 하차후 마을버스 77번 이용 또는 도보 이동",
(GOLF)김포시사이드CC,,기타,,,,경기,김포시,월곶면,포내리,경기 김포시 월곶면 포내리,126.534083,37.707351,,,,,,,,,,,
김포 청소년 수영장,수영장,공공,,김포시,시설관리공단,경기,김포시,월곶면,,경기 김포시 월곶면 고막리,126.558674,37.72874,0,0,0,김포도시공사,031-981-7300,www.gimposisul.or.kr/,10:00,17:00,"하절기:수영장,물썰매장동절기:눈썰매장","시내버스 : 8, 88, 96, 97,90 ,70 조각공원에서 하차 도보로 10분 시외버스 : 1, 3, 90 조각공원에서 하차 도보로 10분",
태산정,국궁장,공공,,김포시,김포도시공사,경기,김포시,하성면,양택리,경기 김포시 하성면 하성로 585,126.629901,37.724525,,,,김포도시공사,031-997-6868,www.gimposisul.or.kr/,10:00,18:00,연중무휴,시내버스 : 2번 종점에서 시내일반 2-1번버스로 환승 후 태산패밀리파크 하차  시내일반 : 85,
양택리 게이트볼장,전천후게이트볼장,공공,,김포시,게이트볼연합회(하성분회),경기,김포시,하성면,양택리,경기 김포시 하성면 하성로 585,126.629901,37.724525,,,,"게이트볼연합회(하성분회, 회장 성상경)",,,6:00,18:00,무휴,시내버스 : 2번 종점에서 시내일반 2-1번버스로 환승 후 태산패밀리파크 하차  시내일반 : 85,
시청 테니스장,테니스장,공공,,화성시,화성시 자치행정과,경기,화성시,남양동,,경기 화성시 남양동 시청로 159,126.830247,37.197503,,,,화성시청 자치행정과,031-369-6189,,9:00,18:00,연중무휴,"[버스번호] 999, 13-2, 22, 50",
화성시청,,간이,기타,,,경기,화성시,남양동,,경기 화성시 남양동 시청로 159,126.830247,37.197503,0,0,0,화성시청,031-369-6399,,,,,,
남양 게이트볼장,전천후게이트볼장,공공,,화성시,화성시 체육관광과,경기,화성시,남양동,,경기 화성시 남양동 남양성지로 192-5,126.823713,37.211712,,,,화성시청 체육관광과(남양동),031-369-6189,,9:00,18:00,연중무휴,"[버스번호] 400-1, 999, 40, 990, 50, 22, 22-1, 1000, 999-1, 400, 1004",
다람산 근린공원 게이트볼,전천후게이트볼장,공공,,화성시,화성시 체육관광과,경기,화성시,진안동,,경기 화성시 진안동,126.875213,37.165324,,,,화성시 체육관광과,031-369-6189,,8:00,18:00,연중무휴,"버스번호 76,12-1,11",
유앤아이센터,생활체육관,공공,,화성시,화성문화재단,경기,화성시,병점동,,경기 화성시 병점동 태안로 145,127.032807,37.203069,0,0,0,화성문화재단,031-267-8751,unicenter.hcf.or.kr/,9:00,22:00,"첫째주 수요일, 셋째주 목요일","버스-&amp;gt;유앤아이센타44, 45, 1551, 34, 34-1, 35-1, 35-2, 50,1000, 56-1, 500, 500-3, 55 66  병점역 17 27, 27-1, 11, 12, 13 병점사거리 72, 73, 700, 701, 708, 5-1, 7200, 20 병점입구 25, 25-1, 25-2",
유앤아이센터내 실내수영장,수영장,공공,,화성시,화성시문화재단,경기,화성시,병점동,,경기 화성시 병점동 태안로 145,127.032807,37.203069,0,0,0,화성문화재단,031-267-8800,unicenter.hcf.or.kr,6:00,21:00,"첫째주 수요일, 셋째주 목요일","버스-&amp;gt;유앤아이센타44, 45, 1551, 34, 34-1, 35-1, 35-2, 50,1000, 56-1, 500, 500-3, 55 66  병점역 17 27, 27-1, 11, 12, 13 병점사거리 72, 73, 700, 701, 708, 5-1, 7200, 20 병점입구 25, 25-1, 25-2",
유앤아이센터내 빙상장,빙상장,공공,,화성시,화성시문화재단,경기,화성시,병점동,,경기 화성시 병점동 태안로 145,127.032807,37.203069,0,0,0,화성시문화재단,031-267-8864,unicenter.hcf.or.kr,10:00,19:45,"첫째주 수요일, 셋째주 목요일","버스-&amp;gt;유앤아이센타44, 45, 1551, 34, 34-1, 35-1, 35-2, 50,1000, 56-1, 500, 500-3, 55 66  병점역 17 27, 27-1, 11, 12, 13 병점사거리 72, 73, 700, 701, 708, 5-1, 7200, 20 병점입구 25, 25-1, 25-2",
병점근린공원,,간이,도시공원,,,경기,화성시,병점동,,경기 화성시 병점동 병점3로 132-6,127.046114,37.212346,0,0,0,화성도시공사,031-355-1286,,,,,,
손바닥공원,,간이,도시공원,,,경기,화성시,능동,,경기 화성시 능동 동탄숲속로 69-14,127.056106,37.209256,0,0,0,화성도시공사,031-355-1286,,,,,,
반월동 게이트볼장,전천후게이트볼장,공공,,화성시,화성시 체육관광과,경기,화성시,반월동,,경기 화성시 반월동,127.056578,37.232755,,,,화성시청 체육관광과,031-369-6189,,9:00,18:00,연중무휴,"[버스번호] 13(병점), 11, 13-5, 15, 15-1, 303, 34, 34-1, 5-1",
탄요유적공원,,간이,도시공원,,,경기,화성시,반송동,,경기 화성시 반송동 탄요1길 45,127.075855,37.189498,0,0,0,화성도시공사,031-355-1286,,,,,,
노작공원,,간이,도시공원,,,경기,화성시,반송동,,경기 화성시 반송동 노작로 158,127.074287,37.202942,0,0,0,화성도시공사,031-355-1286,,,,,,
동탄센트럴파크 테니스장,테니스장,공공,,화성시,위탁(화성도시공사),경기,화성시,반송동,,경기 화성시 반송동 동탄공원로2길 32,127.063012,37.206755,,,,화성도시공사,031-8015-4188,,6:00,22:00,무휴,"[버스번호] : 병점역 1551, 27-2, 73, 17  오산역 707 수원역 1, 7-1, 15-1",
동탄센트럴파크,,간이,도시공원,,,경기,화성시,반송동,,경기 화성시 반송동 동탄공원로2길 32,127.063012,37.206755,0,0,0,화성도시공사,031-355-1286,,,,,,
동탄센트럴파크 게이트볼장,전천후게이트볼장,공공,,화성시,화성시 체육관광과,경기,화성시,반송동,,경기 화성시 반송동 동탄공원로2길 32,127.063012,37.206755,,,,화성시청 체육관광과,031-369-6189,,9:00,18:00,연중무휴,"[버스번호] 15-1, 70-2, 720-3, 1551, 1000, 1116, 116-1, 15",
상리 동네체육시설,,간이,마을공터,,,경기,화성시,봉담읍,상리,경기 화성시 봉담읍 샘마을길 58,126.951843,37.215787,0,0,0,상리노인회,,,,,,,
화성국민체육센터 수영장,수영장,공공,,화성시,화성도시공사,경기,화성시,봉담읍,동화리,경기 화성시 봉담읍 동화길 18,127.784319,36.242319,0,0,0,,031-278-7178,,6:00,21:00,연중무휴,"예시) [버스번호] : 1234 [종점]  : OOOO차고지 &amp;lt;-&amp;gt; 우면동  [경유지] : 상일동역, 올림픽공원평화의문광장, 강남역 서울버스 [버스번호] : 1234 [종점] : OOOO차고지 &amp;lt;-&amp;gt; 수서경찰서 [경유지] : 상일동역, 올림픽공원평화의문광장, 가락시장역 서울버스",
우정읍사무소,,간이,마을공터,,,경기,화성시,우정읍,조암리,경기 화성시 우정읍 쌍봉로 109-14,126.815362,37.089829,0,0,0,우정읍,,,,,,,
쌍봉산 근린공원 인조잔디구장,축구장,공공,,화성시,화성도시공사,경기,화성시,우정읍,,경기 화성시 우정읍 조암리,126.812567,37.085751,0,0,0,화성도시공사,031-355-1292,hsuco.or.kr/,8:00,14:00,,"버스-&amp;gt; 17, 21, 26, 5-2, 5-4, 7, 11-2, 11-4, 8-1, 8-2, 50-1",
구문천2리 마을공터,,간이,마을공터,,,경기,화성시,향남읍,구문천리,경기 화성시 향남읍 구문천2길 70,126.906647,37.076661,0,0,0,구문천2리마을회,,,,,,,
도원 체육공원 게이트볼장,전천후게이트볼장,공공,,화성시,화성시 체육관광과,경기,화성시,향남읍,행정리,경기 화성시 향남읍 행정동로 96,126.928006,37.132611,,,,화성시 체육관광과,031-369-6189,,8:00,18:00,연중무휴,"버스번호 35, 38,111",
용현1호공원,,간이,도시공원,,,경기,화성시,향남읍,행정리,경기 화성시 남양동 남양성지로 192-5,126.823713,37.211712,0,0,0,화성도시공사,031-355-1286,,,,,,
작은배틀공원,,간이,아파트,,,경기,화성시,향남읍,행정리,경기 화성시 향남읍 행정서로 18,126.914802,37.124626,0,0,0,화성도시공사,031-355-1286,,,,,,
도원 체육공원 인조잔디구장,축구장,공공,,화성시,위탁(화성도시공사),경기,화성시,향남읍,행정리,경기 화성시 향남읍 행정동로 96,126.928006,37.132611,,,,화성도시공사,031-355-1292,hsuco.or.kr/,8:00,22:00,"토,일요일&middot;공휴일 16:00이후 주민자유개방","버스번호 111, 111-2, 3-2, 78, 80, 35, 38, 340-1, 340",
도원 체육공원 테니스장,테니스장,공공,,화성시,화성시 체육관광과,경기,화성시,향남읍,,경기 화성시 향남읍 행정리 행정동로 96,126.928931,37.133529,0,0,0,화성시 체육관광과,031-369-6189,,8:00,22:00,연중무휴,"버스번호 35, 38,111",
매송야목 게이트볼장★,간이운동장,기타,,화성시,화성시,경기,화성시,매송면,,경기 화성시 매송면 야목리,126.886195,37.259165,0,0,0,화성시청 체육관광과(매송면),031-369-6189,,9:00,18:00,연중무휴,"[버스번호] 50-6, 1",
비봉 인조잔디 축구장,축구장,공공,,화성시,화성도시공사,경기,화성시,비봉면,,경기 화성시 비봉면 유포리,126.841351,37.254974,0,0,0,화성도시공사,031-355-1292,hsuco.or.kr/,9:00,18:00,명절연휴,[버스번호] 50-2,
마도면사무소,,간이,마을공터,,,경기,화성시,마도면,석교리,경기 화성시 마도면 마도북로 389,0,0,0,0,0,마도면,,,,,,,
마도 게이트볼장,전천후게이트볼장,공공,,화성시,화성시 체육관광과,경기,화성시,마도면,석교리,경기 화성시 마도면 마도북로 389,126.770075,37.205505,,,,화성시 체육관광과(마도면사무소),031-369-6189,,8:00,18:00,연중무휴,"버스 1004, 1004-1, 990, 400, 400-1",
